uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.36227/techrxiv.176153407.77398309/v1,From Classical Planning to Learning-Based Task and Motion Planning: A Survey of Intelligent Planning Systems,"Task and Motion Planning (TAMP) is a computational problem at a hybrid discrete-continuous level where the robot achieves a high-level goal by executing symbolic actions and low-level motion control for these actions. Besides, when the planner has to decide optimal plans, the adoption of learning expedites the decision. Machine Learning and more recently, graph neural network(GNN) is playing an important role to aid the classical TAMP. Furthermore, in a real-world setting, one has to contemplate different uncertainties, and hence, planning under uncertainty has been an imperative part of the problem. In this paper, I have surveyed the existing methods and heuristics that drive TAMP. I have briefly summarized all research works with their strengths and limitations. Finally, I have identified a few open problems that may serve as future research initiatives.",,,Roshan Dhakal,10.36227/techrxiv.176153407.77398309/v1,,https://doi.org/10.36227/techrxiv.176153407.77398309/v1,crossref,task and motion planning robotics,anti_myopia,classic,,,motion planning; task and motion planning; limitation,2026-06-12T15:07:36Z,25.300,33.300
doi:10.1177/0278364906063979,Motion Planning of Multi-Limbed Robots Subject to Equilibrium Constraints: The Free-Climbing Robot Problem,"This paper addresses the problem of planning the motion of a multilimbed robot in order to “free-climb” vertical rock surfaces. Freeclimbing only relies on frictional contact with the surfaces rather than on special fixtures or tools like pitons. It requires strength, but more importantly it requires deliberate reasoning: not only must the robot decide how to adjust its posture to reach the next feature without falling, it must plan an entire sequence of steps, where each one might have future consequences. In this paper, this process of reasoning is broken into manageable pieces by decomposing a freeclimbing robot's configuration space into manifolds associated with each state of contact between the robot and its environment. A multistep planning framework is presented that decides which manifolds to explore by generating a candidate sequence of hand and foot placements first. A one-ste",2006,The International Journal of Robotics Research,Timothy Bretl,10.1177/0278364906063979,,https://doi.org/10.1177/0278364906063979,crossref,task and motion planning robotics,anti_myopia,classic,,144,motion planning; task and motion planning,2026-06-12T15:07:36Z,29.138,33.138
doi:10.1145/3583136,Recent Trends in Task and Motion Planning for Robotics: A Survey,"Autonomous robots are increasingly served in real-world unstructured human environments with complex long-horizon tasks, such as restaurant serving and office delivery. Task and motion planning (TAMP) is a recent research method in Artificial Intelligence Planning for these applications. TAMP integrates high-level abstract reasoning with the low-level geometric feasibility check and thus is more comprehensive than traditional task planning methods. While regular TAMP approaches are challenged by different types of uncertainties and the generalization of various applications when implemented in real-world scenarios. This article systematically reviews the most relevant approaches to TAMP and classifies them according to their features and emphasis; it categorizes the challenges and presents online TAMP and machine learning-based TAMP approaches for addressing them.",2023,ACM Computing Surveys,Huihui Guo; Fan Wu; Yunchuan Qin; Ruihui Li; Keqin Li; Kenli Li,10.1145/3583136,,https://doi.org/10.1145/3583136,crossref,task and motion planning robotics,anti_myopia,classic,,88,motion planning; task and motion planning; generalization; long horizon,2026-06-12T15:07:36Z,26.794,32.794
doi:10.3390/app10051665,Contingent Task and Motion Planning under Uncertainty for Human–Robot Interactions,"Manipulation planning under incomplete information is a highly challenging task for mobile manipulators. Uncertainty can be resolved by robot perception modules or using human knowledge in the execution process. Human operators can also collaborate with robots for the execution of some difficult actions or as helpers in sharing the task knowledge. In this scope, a contingent-based task and motion planning is proposed taking into account robot uncertainty and human–robot interactions, resulting a tree-shaped set of geometrically feasible plans. Different sorts of geometric reasoning processes are embedded inside the planner to cope with task constraints like detecting occluding objects when a robot needs to grasp an object. The proposal has been evaluated with different challenging scenarios in simulation and a real environment.",2020,Applied Sciences,Aliakbar Akbari; Mohammed Diab; Jan Rosell,10.3390/app10051665,,https://doi.org/10.3390/app10051665,crossref,robot world model failure planning,hostile,failure,,13,robot world model; motion planning; task and motion planning; human robot interaction; robot world model failure,2026-06-12T15:07:36Z,26.320,32.320
doi:10.1049/csy2.70051,SCU‐T‐MPC: Risk‐Aware and Socially Compliant Topological Motion Planning Under Uncertainty,"ABSTRACT Topology‐driven model predictive control (T‐MPC) has demonstrated significant performance in navigating dynamic environments by planning trajectories in distinct homotopy classes in parallel. However, its performance is limited by deterministic assumptions about obstacle motions and a cost function that ignores social norms. This paper presents a unified framework, socially compliant topology‐driven model predictive control under uncertainty (SCU‐T‐MPC) that addresses these limitations. First, we introduce the concept of probabilistic homotopy classes by integrating multi‐modal uncertainty into the topological guidance planner, enabling robustness to various potential futures. Second, we formulate a risk‐aware parallel optimisation scheme where each local planner incorporates chance constraints and a risk‐adjusted cost. Finally, we learn a social preference model from human demo",2026,IET Cyber-Systems and Robotics,Bo Ye; Zhigang Ren,10.1049/csy2.70051,,https://doi.org/10.1049/csy2.70051,crossref,task and motion planning robotics,anti_myopia,classic,,,model predictive control; motion planning; task and motion planning; human demonstration; limitation; robustness,2026-06-12T15:07:36Z,24.250,32.250
doi:10.1177/027836499701600606,Vision and Motion Planning for a Mobile Robot under Uncertainty,"This article describes a framework for vision and motion plan ning for a mobile robot. The robot's task is to reach the desti nation in the minimum time while detecting possible routes by vision. Since visual recognition is computationally expensive and the recognition result includes uncertainty, a trade-off must be considered between the cost of visual recognition and the effect of information to be obtained by recognition. Using a probabilistic model of the uncertainty of the recognition result, vision-motion planning is formulated as a recurrence formula. With this formulation, the optimal sequence of observation points is recursively determined. A generated plan is globally optimal, because the planner minimizes the total cost. An effi cient solution strategy is also described that employs a pruning method based on the lower bound of the total cost calculated by assuming perfect sen",1997,The International Journal of Robotics Research,Jun Miura; Yoshiaki Shirai,10.1177/027836499701600606,,https://doi.org/10.1177/027836499701600606,crossref,vision language action model limitation robotics,hostile,failure,,25,vision language action model; motion planning; limitation,2026-06-12T15:07:36Z,24.979,31.979
arxiv:1811.08955v1,Integrating Task-Motion Planning with Reinforcement Learning for Robust Decision Making in Mobile Robots,"Task-motion planning (TMP) addresses the problem of efficiently generating executable and low-cost task plans in a discrete space such that the (initially unknown) action costs are determined by motion plans in a corresponding continuous space. However, a task-motion plan can be sensitive to unexpected domain uncertainty and changes, leading to suboptimal behaviors or execution failures. In this paper, we propose a novel framework, TMP-RL, which is an integration of TMP and reinforcement learning (RL) from the execution experience, to solve the problem of robust task-motion planning in dynamic and uncertain domains. TMP-RL features two nested planning-learning loops. In the inner TMP loop, the robot generates a low-cost, feasible task-motion plan by iteratively planning in the discrete space and updating relevant action costs evaluated by the motion planner in continuous space. In the ou",2018,arXiv,Yuqian Jiang; Fangkai Yang; Shiqi Zhang; Peter Stone,,1811.08955v1,http://arxiv.org/abs/1811.08955v1,arxiv,task and motion planning robotics,anti_myopia,classic,,,motion planning; task and motion planning; robustness; deployment,2026-06-12T15:07:36Z,23.750,31.750
arxiv:2602.11291v2,H-WM: Robotic Task and Motion Planning Guided by Hierarchical World Model,"World models are becoming central to robotic planning and control as they enable prediction of future state transitions. Existing approaches often emphasize video generation or natural-language prediction, which are difficult to ground in robot actions and suffer from compounding errors over long horizons. Classic task and motion planning models world transitions in logical space, enabling robot-executable and robust long-horizon reasoning. However, they typically operate independently of visual perception, preventing synchronized symbolic and visual state prediction. We propose a Hierarchical World Model (H-WM) that jointly predicts logical and visual state transitions within a unified framework. H-WM combines a high-level logical world model with a low-level visual world model, integrating the long-horizon robustness of symbolic reasoning with visual grounding. The hierarchical outputs",2026,arXiv,Jinbang Huang; Wenyuan Chen; Zhiyuan Li; Oscar Pang; Xiao Hu; Lingfeng Zhang; Yuanzhao Hu; Zhanguang Zhang; Mark Coates; Tongtong Cao; Xingyue Quan; Yingxue Zhang,,2602.11291v2,http://arxiv.org/abs/2602.11291v2,arxiv,robot world model failure planning,hostile,failure,,,robot world model; motion planning; task and motion planning; robustness; long horizon; robot world model failure,2026-06-12T14:45:03Z,25.550,31.550
doi:10.1007/s40313-022-00915-0,Manipulation Task Planning and Motion Control Using Task Relaxations,"Abstract This paper proposes a robotic manipulation task relaxation method applied to a task and motion planning framework adapted from the literature. The task relaxation method consists of defining regions of interest instead of defining the end-effector pose, which can potentially increase the robot’s redundancy with respect to the manipulation task. Tasks are relaxed by controlling the end-effector distance to a target plane while respecting suitable constraints in the task-space. We formulate the problem as a constrained control problem that enforces both equality and inequality constraints while being reactive to changes in the workspace. We evaluate the adapted framework in a simulated pick-and-place task with similar complexity to the one evaluated in the original framework. The number of plan nodes that our framework generates is 54% smaller than the one in the original framewor",2022,"Journal of Control, Automation and Electrical Systems",Marcos S. Pereira; Bruno V. Adorno,10.1007/s40313-022-00915-0,,https://doi.org/10.1007/s40313-022-00915-0,crossref,task and motion planning robotics,anti_myopia,classic,,4,motion planning; task and motion planning,2026-06-12T15:07:36Z,27.505,31.505
doi:10.1177/0278364904050079,Task Planning With Active Sensing For Autonomous Compliant Motion,"Previous research has shown that the execution of contact tasks under uncertainty benefits from on-line estimation of the geometrical contact parameters, such as positions, orientations and dimensions of the contacting objects. However, the constant translational and rotational velocities commonly used to trigger the contact formation (CF) transitions are often not sufficiently exciting to estimate all geometrical parameters. In this paper, we focus on the calculation of a fine-motion task plan, which improves the observation of inaccurately known geometrical parameters. This is called active sensing. Our approach to active sensing is to optimize the task plan (i) by minimizing an objective function, such as the expected execution time, which is an important criterion in industrial applications, and (ii) by constraining the task plans to plans which observe the geometrical parameter esti",2005,The International Journal of Robotics Research,Tine Lefebvre; Herman Bruyninckx; Joris De Schutter,10.1177/0278364904050079,,https://doi.org/10.1177/0278364904050079,crossref,task and motion planning robotics,anti_myopia,classic,,19,motion planning; task and motion planning,2026-06-12T15:07:36Z,26.448,31.448
